spread_rank,canonical_id,identifier_type,hyg_id,hip,hd,hr,gl,bf,proper_name,display_type,spectral_type,distance_pc,distance_ly,apparent_magnitude,absolute_magnitude,luminosity_lsol,color_index,constellation_abbr,constellation_name,ra_hours,dec_degrees,x_pc,y_pc,z_pc,nearest_selected_neighbor_pc,nearest_selected_neighbor_ly,source_catalog,source_url
1,HIP 114575,HIP,114213,114575,219029,,,,,Yellow Star,G5,205.7613,671.102826,7.88,1.313,25.989624,0.939,Peg,Pegasus,23.21014,10.952462,197.709715,-41.47624,39.093512,71.742537,233.992588,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
2,HIP 105044,HIP,104706,105044,202398,,,,,Yellow-White Main Sequence,F5/F6V,69.8324,227.762563,8.09,3.87,2.466039,0.485,Mic,Microscopium,21.277212,-36.173372,42.645797,-36.865173,-41.217218,76.264279,248.740523,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
3,HIP 116162,HIP,115796,116162,,,,,,Orange Star,K0,467.2897,1524.093394,8.95,0.602,50.026486,1.056,And,Andromeda,23.536798,40.932852,350.434521,-42.70537,306.156106,54.809469,178.764371,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4,HIP 112613,HIP,112253,112613,215801,,,,,Yellow-White Star,F0w,182.1494,594.091197,10.04,3.738,2.784838,0.453,Gru,Grus,22.808172,-46.064039,120.282655,-38.797826,-131.168653,71.735306,233.969006,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
5,HIP 115496,HIP,115131,115496,220401,8896,,,,Orange Giant,K3III,301.2048,982.397527,6.12,-1.274,281.57883,1.464,Gru,Grus,23.39595,-43.124429,217.097439,-34.620802,-205.8991,63.226302,206.216376,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
6,HIP 104180,HIP,103845,104180,,,,,,Yellow Star,G5,65.3595,213.173931,10.12,6.043,0.333273,0.476,Cyg,Cygnus,21.107499,32.457801,40.078486,-37.88379,35.077025,76.344222,249.00126,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
7,HIP 114348,HIP,113987,114348,218660,,,,,Orange Giant,K2III,235.2941,767.425825,6.59,-0.268,111.48078,1.155,Peg,Pegasus,23.159019,29.669631,199.510529,-44.64968,116.470195,71.742124,233.99124,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
8,HIP 112969,HIP,112609,112969,216533,,,,,White Star,A2p,234.7418,765.624465,7.88,1.027,33.822056,0.111,Cep,Cepheus,22.878307,58.806463,116.375259,-35.191915,200.803387,72.707882,237.14112,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
9,HIP 115866,HIP,115501,115866,220980,,,,,Orange Giant,K1III,346.0208,1128.5676,8.69,0.994,34.865829,1.233,Scl,Sculptor,23.475034,-35.256089,279.889404,-38.710937,-199.73427,63.226302,206.216376,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
10,HIP 116784,HIP,116418,116784,236195,,,,,Orange Star,K0,571.4286,1863.748665,9.34,0.555,52.239619,0.963,Cas,Cassiopeia,23.667802,51.55737,353.931983,-30.858787,447.560645,64.559729,210.565429,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
11,HIP 112275,HIP,111921,112275,215362,,,,,Orange Star,K0,132.2751,431.423175,7.36,1.753,17.330057,1.125,Peg,Pegasus,22.741492,14.290565,121.287356,-41.473008,32.650712,75.557592,246.435619,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
12,HIP 112211,HIP,111857,112211,215167,8649,,66    Aqr,,Orange Giant,K3III,132.8021,433.142017,4.68,-0.936,206.25287,1.358,Aqr,Aquarius,22.726454,-18.830375,118.772577,-41.13611,-42.864267,70.243398,229.103058,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
13,HIP 116568,HIP,116202,116568,222042,,,,,Yellow-White Main Sequence,F5V,416.6667,1358.983442,9.15,1.051,33.082628,0.506,Phe,Phoenix,23.622855,-44.122689,297.647699,-29.484374,-290.082157,58.849527,191.941263,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
14,HIP 115124,HIP,114762,115124,219904,,,,,White Star,A0,280.8989,916.168616,7.7,0.457,57.174187,0.173,And,Andromeda,23.318365,43.132132,201.738739,-36.387728,192.045845,67.820656,221.201139,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
15,HIP 116239,HIP,115873,116239,,,,,,Yellow-White Star,F8,300.3003,979.447446,10.33,2.942,5.796956,0.565,Psc,Pisces,23.552849,6.854627,296.11319,-34.823406,35.84103,45.573455,148.640557,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
16,HIP 114507,HIP,114145,114507,218942,,,,,Red Giant,M6IIvar,344.8276,1124.675907,9.1,1.412,23.72466,1.568,And,Andromeda,23.191687,52.8868,203.424621,-43.70223,274.980866,64.324709,209.798898,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
17,HIP 103984,HIP,103652,103984,201032,,,,,White Star,A5,130.039,424.130001,7.34,1.77,17.060824,0.389,Cep,Cepheus,21.06845,63.379604,41.933059,-40.456482,116.25424,75.761327,247.100113,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
18,HIP 115988,HIP,115623,115988,221195,,,,,Orange Star,K0,386.1004,1259.289621,8.74,0.806,41.457203,1.056,Aqr,Aquarius,23.499497,-6.264041,380.505221,-50.145398,-42.127602,79.763494,260.153421,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
19,HIP 116430,HIP,116064,116430,,,,,,Orange Star,K1,684.9315,2233.945183,10.07,0.892,38.300108,1.031,Scl,Sculptor,23.593259,-38.418202,533.601571,-57.035886,-425.614182,72.513726,236.507869,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
20,HIP 117001,HIP,116635,117001,,,,,,Red Star,M0,395.2569,1289.154095,8.21,0.226,70.729404,1.701,Peg,Pegasus,23.719235,14.958008,380.832606,-28.043318,102.020173,71.564653,233.412409,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
21,HIP 105781,HIP,105440,105781,203213,,,,,Yellow Giant,G8III,216.4502,705.965314,7.32,0.643,48.17259,0.911,Pav,Pavo,21.423422,-72.595411,50.564366,-40.435482,-206.540325,76.281592,248.796988,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
22,HIP 103029,HIP,102698,103029,198222,,,,,Yellow Subgiant,G3IV,142.0455,463.289921,8.17,2.408,9.479818,0.703,Pav,Pavo,20.872936,-64.767586,41.369578,-44.217549,-128.492375,72.509227,236.493195,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
23,HIP 112342,HIP,111986,112342,215548,,,,,White Star,A2,176.6784,576.247202,9.3,3.064,5.180838,0.258,Lac,Lacerta,22.75512,43.503896,121.403941,-41.029646,121.6261,77.666488,253.313912,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
24,HIP 115121,HIP,114759,115121,219823,,,,,Orange Giant,K5III,250.6266,817.433693,6.49,-0.505,138.675583,1.535,Scl,Sculptor,23.317582,-28.387846,216.979163,-39.182535,-119.15731,66.084568,215.538785,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
25,HIP 112169,HIP,111816,112169,215371,,,,,Blue-White Main Sequence,B1.5V,315.4574,1028.883238,6.76,-0.735,171.395731,-0.025,Cep,Cepheus,22.717882,65.336254,124.291622,-43.360172,286.678791,73.466334,239.614858,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
26,HIP 116019,HIP,115654,116019,221229,,,,,Orange Giant,K0III,684.9315,2233.945183,8.88,-0.298,114.604059,1.026,Phe,Phoenix,23.507938,-47.57046,458.282603,-59.365284,-505.553141,55.5855,181.295443,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
27,HIP 115979,HIP,115614,115979,221217,,,,,Orange Star,K5,343.6426,1120.810958,7.53,-0.151,100.092146,1.703,Peg,Pegasus,23.497972,35.014026,279.019914,-36.884374,197.174205,77.452739,252.616755,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
28,HIP 116547,HIP,116181,116547,222012,,,,,White Main Sequence,A1V,312.5,1019.2375,8.97,1.496,21.958365,0.074,Scl,Sculptor,23.619448,-25.864744,279.801173,-27.968663,-136.327468,64.072739,208.977084,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
29,HIP 115906,HIP,115541,115906,221081,8921,,,,Orange Star,K0,287.3563,937.229814,6.2,-1.092,238.122262,1.438,Aqr,Aquarius,23.483518,-9.266104,281.018054,-38.231063,-46.270114,73.383612,239.345053,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
30,HIP 116447,HIP,116081,116447,221870,,,,,Yellow-White Main Sequence,F3V,383.1418,1249.639969,9.57,1.653,19.00203,0.536,Aqr,Aquarius,23.595948,-21.729928,353.926069,-37.578796,-141.85137,58.280601,190.085675,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
31,HIP 114536,HIP,114174,114536,218928,,,,,Yellow Giant,G8III,208.3333,679.491558,7.0,0.406,59.92389,1.03,Aqr,Aquarius,23.19988,-11.933567,199.375278,-42.385076,-43.078622,76.665128,250.047916,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
32,HIP 113563,HIP,113203,113563,217216,,,,,Yellow-White Main Sequence,F0V,242.1308,789.724132,9.05,2.13,12.246162,0.441,Tuc,Tucana,23.001792,-56.66313,128.547655,-34.379312,-202.289119,71.735306,233.969006,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
33,HIP 117,HIP,117,117,224879,,,,,Yellow Giant,G8III,934.5794,3048.186788,8.55,-1.303,289.20114,1.093,Tuc,Tucana,0.025363,-72.605899,279.379379,1.855655,-891.842124,72.845101,237.588668,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
34,HIP 103543,HIP,103211,103543,200447,,,,,White Star,A2,207.9002,678.078976,8.31,1.721,17.848429,0.244,Cep,Cepheus,20.97817,72.330007,44.366224,-44.875981,198.091589,72.707882,237.14112,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
35,HIP 124,HIP,124,124,224893,9085,,,,Yellow-White Giant,F0III,943.3962,3076.94331,5.58,-4.293,4541.507126,0.407,Cas,Cassiopeia,0.026949,61.222801,454.144163,3.204116,826.885007,73.273466,238.985807,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
36,HIP 1694,HIP,1690,1694,1721,,,,,Red Giant,M0III,480.7692,1568.057592,7.14,-1.27,280.543364,1.575,Scl,Sculptor,0.354085,-35.798952,388.266125,36.095427,-281.223001,75.599975,246.573854,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
37,HIP 134,HIP,134,134,224909,,,,,White Star,A0,862.069,2811.689768,9.96,0.282,67.173813,0.264,Psc,Pisces,0.028346,-1.13996,861.874646,6.396161,-17.150637,52.485837,171.185706,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
38,HIP 116626,HIP,116260,116626,222174,,,,,Orange Star,K0,408.1633,1331.249093,6.96,-1.094,238.561304,1.125,And,Andromeda,23.634332,43.077857,296.768102,-28.497376,278.77208,61.90183,201.896531,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
39,HIP 112749,HIP,112390,112749,216327,,,,,White Star,A2,393.7008,1284.078781,8.42,0.444,57.862874,0.116,Cep,Cepheus,22.833561,72.145031,115.127274,-36.29206,374.738465,73.11971,238.48432,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
40,HIP 116516,HIP,116151,116516,221932,,,,,Orange Giant,K1III,490.1961,1598.803992,9.63,1.178,29.43066,0.894,Tuc,Tucana,23.612386,-66.430234,195.004103,-19.856745,-449.300931,43.84872,143.01523,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
41,HIP 1367,HIP,1364,1367,1281,,,,,Orange Star,K5,636.9427,2077.426833,7.63,-1.391,313.617292,1.665,And,Andromeda,0.284907,31.07418,544.024445,40.653288,328.756318,75.408847,245.95048,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
42,HIP 1990,HIP,1985,1990,2075,,,,,Orange Star,K2,421.9409,1376.185562,8.48,0.354,62.863709,1.457,And,Andromeda,0.419725,28.077306,370.038784,40.82577,198.591737,58.329251,190.244353,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
43,HIP 165,HIP,165,165,224962,,,,,White Star,Ap...,763.3588,2489.740528,10.16,0.746,43.812698,0.45,Cet,Cetus,0.034649,-22.327486,706.098889,6.405229,-289.999983,40.182297,131.056971,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
44,HIP 168,HIP,168,168,224959,,,,,Stellar Star,R...,699.3007,2280.811191,9.56,0.337,63.855749,1.113,Psc,Pisces,0.035562,-2.820072,698.422409,6.50256,-34.40531,56.950524,185.747552,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
45,HIP 2796,HIP,2790,2796,3147,,,,,Orange Giant,K2Ib-II,943.3962,3076.94331,6.92,-2.953,1321.904253,2.04,Cas,Cassiopeia,0.593659,67.92596,350.259108,54.87973,874.244164,74.233689,242.117629,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
46,HIP 2455,HIP,2448,2455,2739,,,,,Blue-White Star,B8,403.2258,1315.14514,6.76,-1.268,280.02706,-0.064,And,Andromeda,0.520252,43.946539,287.628889,39.419591,279.833375,68.537333,223.538623,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
47,HIP 3861,HIP,3851,3861,4770,,,,,Orange Star,K0,217.8649,710.579443,7.62,0.929,37.016896,1.187,Cet,Cetus,0.826295,-10.961346,208.905001,45.909448,-41.426294,77.17336,251.705543,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
48,HIP 2704,HIP,2698,2704,3127,,,,,Orange Star,K0,293.2551,956.469104,8.76,1.424,23.463889,1.05,Cet,Cetus,0.573168,-11.282893,284.355732,42.992169,-57.376345,61.422554,200.333346,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
49,HIP 2669,HIP,2663,2669,3006,,,,,White Star,A0,456.621,1489.296789,9.1,0.802,41.610219,-0.02,Cas,Cassiopeia,0.563633,52.865727,272.659662,40.527997,364.028746,66.815663,217.923293,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
50,HIP 4961,HIP,4952,4961,6147,,,,,Orange Star,K5,411.5226,1342.205651,6.75,-1.322,294.306599,1.688,Cas,Cassiopeia,1.060286,58.909217,204.373606,58.234208,352.407261,71.495135,233.185671,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
51,HIP 2154,HIP,2149,2154,2323,,,,,Yellow Star,G5,293.2551,956.469104,8.77,1.434,23.248771,1.217,Psc,Pisces,0.453594,9.159137,287.477175,34.29944,46.679504,69.609138,227.034379,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
52,HIP 387,HIP,387,387,225259,,,,,Yellow-White Star,F2,666.6667,2174.373442,8.46,-0.66,159.955803,0.556,And,Andromeda,0.080542,38.786214,519.543649,10.956654,417.610869,69.304062,226.039357,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
53,HIP 3577,HIP,3569,3577,,,,,,Yellow Star,G5,212.3142,692.475502,10.61,3.975,2.238721,0.732,Psc,Pisces,0.761607,10.853435,204.385193,41.300801,39.978199,66.474602,216.810904,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
54,HIP 3506,HIP,3498,3506,4261,,,,,Orange Giant,K0III,250.0,815.39,7.66,0.67,46.989411,1.034,Scl,Sculptor,0.74603,-31.389448,209.354188,41.417036,-130.213106,71.395743,232.861499,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
55,HIP 2063,HIP,2058,2063,2152,,,,,Orange Star,K0,636.9427,2077.426833,7.12,-1.901,501.649057,1.201,Cas,Cassiopeia,0.435101,55.49093,358.512815,41.015415,524.863973,68.248122,222.595346,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
56,HIP 1271,HIP,1269,1271,,,,,,Orange Star,K2,373.1343,1216.999908,9.88,2.021,13.539418,1.098,Cet,Cetus,0.265635,-20.416146,348.850124,24.299352,-130.162737,63.176693,206.054575,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
57,HIP 1391,HIP,1388,1391,1345,,,,,Yellow Giant,G8/K0III,662.2517,2159.973655,8.54,-0.565,146.554784,0.97,Phe,Phoenix,0.289983,-44.651247,469.767331,35.732518,-465.423629,67.925105,221.541807,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
58,HIP 111690,HIP,111338,111690,214068,,,,,Orange Giant,K1III,306.7485,1000.478638,7.34,-0.094,94.972966,1.165,Tuc,Tucana,22.625468,-65.565852,118.758496,-44.680906,-279.275274,76.66847,250.058814,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
59,HIP 3720,HIP,3712,3720,4549,,,,,Orange Giant,K2III,233.6449,762.04686,8.09,1.247,27.618494,1.061,And,Andromeda,0.795888,27.096938,203.500288,43.026411,106.424508,66.474602,216.810904,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
60,HIP 106765,HIP,106423,106765,,,,,,Orange Star,K0,362.3188,1181.724505,10.13,2.335,10.139114,1.461,Cep,Cepheus,21.626802,81.400704,44.050902,-31.534993,358.245691,73.11971,238.48432,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
61,HIP 112454,HIP,112097,112454,216064,,,,,Orange Star,K0,469.4836,1531.24893,8.36,0.002,86.936069,1.154,Cep,Cepheus,22.77934,76.672017,102.748048,-34.001105,456.838718,59.110879,192.793678,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
62,HIP 2866,HIP,2860,2866,3291,,,,,Blue-White Star,B8,274.7253,896.033049,7.31,0.116,78.270841,-0.058,And,Andromeda,0.605621,44.638892,193.028616,30.864059,193.031887,67.820656,221.201139,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
63,HIP 3656,HIP,3648,3656,,,,,,Yellow Star,G,353.3569,1152.494731,10.37,2.629,7.733926,0.535,Phe,Phoenix,0.780184,-52.010097,212.978037,44.1162,-278.48737,62.417024,203.57687,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
64,HIP 1551,HIP,1548,1551,1531,,,,,Red Giant,M3III,395.2569,1289.154095,7.45,-0.534,142.429516,1.535,Phe,Phoenix,0.322362,-46.499031,271.113376,22.934981,-286.704624,58.849527,191.941263,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
65,HIP 2195,HIP,2189,2195,2392,,,,,Orange Star,K2,366.3004,1194.710733,7.96,0.141,76.489179,1.253,Psc,Pisces,0.46207,4.607068,362.448629,44.06046,29.421937,65.560024,213.827952,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
66,HIP 4161,HIP,4151,4161,5063,,,,,White Star,A2,350.8772,1144.40704,8.73,1.004,34.546177,0.126,Cas,Cassiopeia,0.885834,51.879532,210.803786,49.783356,276.040198,65.216559,212.70772,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
67,HIP 5015,HIP,5005,5015,6209,,,,,Blue-White Giant,B8II,497.5124,1622.666543,8.61,0.126,77.55325,0.444,Cas,Cassiopeia,1.071225,62.411056,221.40869,63.773987,440.941564,63.151502,205.972413,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
68,HIP 1588,HIP,1584,1588,1555,,,,,Orange Star,K0,367.6471,1199.103075,8.82,0.993,34.897957,1.147,Psc,Pisces,0.331021,-5.450552,364.611364,31.676915,-34.921572,65.560024,213.827952,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
69,HIP 5778,HIP,5766,5778,7374,364,,87    Psc,,Blue-White Giant,B8III,139.47,454.889773,5.97,0.248,69.310655,-0.082,Psc,Pisces,1.235453,16.133479,127.030055,42.582048,38.755325,75.603163,246.584251,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
70,HIP 6341,HIP,6327,6341,,,,,,Orange Star,K2,174.216,568.215937,9.69,3.485,3.515604,1.192,And,Andromeda,1.358006,40.958136,123.338328,45.795841,114.19988,75.603163,246.584251,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
71,HIP 2700,HIP,2694,2700,,,,,,Red Star,M9,301.2048,982.397527,9.62,2.226,11.209855,1.35,And,Andromeda,0.571174,22.413437,275.343474,41.482603,114.845533,69.609138,227.034379,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
72,HIP 5927,HIP,5914,5927,7706,,,,,Orange Giant,K2III,178.5714,582.421335,6.58,0.321,64.803729,1.189,Phe,Phoenix,1.270015,-42.009716,125.417443,43.307596,-119.510091,72.623746,236.866704,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
73,HIP 2404,HIP,2398,2404,2722,,,,,Orange Giant,K0III,403.2258,1315.14514,9.07,1.042,33.358,0.988,Scl,Sculptor,0.510591,-28.536297,351.079649,47.2112,-192.627174,66.571236,217.12608,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
74,HIP 273,HIP,273,273,225102,,,,,White Main Sequence,A0V,751.8797,2452.300754,11.14,1.759,17.234552,0.041,Phe,Phoenix,0.057124,-46.830972,514.343183,7.692611,-548.374856,46.541645,151.798367,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
75,HIP 3499,HIP,3491,3499,,,,,,White Subgiant,A0IV,775.1938,2528.34109,9.71,0.263,68.359677,0.17,Cas,Cassiopeia,0.744574,61.90049,358.204809,70.722454,683.822401,52.831893,172.314389,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
76,HIP 5567,HIP,5556,5567,7135,,,,,Yellow-White Main Sequence,F2V,140.056,456.801047,9.71,3.978,2.232544,0.417,Cet,Cetus,1.190459,-19.582764,125.59805,40.462725,-46.942312,72.623746,236.866704,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
77,HIP 6191,HIP,6177,6191,7861,,,,,Red Giant,M6III,238.0952,776.561781,8.44,1.556,20.777821,1.435,Cas,Cassiopeia,1.323794,56.32917,124.156451,44.83842,198.151551,70.461825,229.815471,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
78,HIP 1109,HIP,1107,1109,,,,,,Orange Star,K0,675.6757,2203.756836,9.08,-0.069,92.811117,1.155,Peg,Pegasus,0.230382,17.918199,641.734204,38.752528,207.877619,70.489238,229.904879,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
79,HIP 4590,HIP,4581,4590,5826,,,,,Orange Giant,K5/M0III,666.6667,2174.373442,8.26,-0.86,192.309173,1.579,Tuc,Tucana,0.979173,-62.451789,298.254429,78.176845,-591.081353,58.953928,192.281772,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
